,index,bowler,innings,runs,deliveries,wickets,bowled,lbw,caught,c_and_b,stumped,bowling_team,match_id
5372,7,NLTC Perera,2,25,36,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,566947
5373,8,R Ashwin,1,40,64,3.0,1.0,0.0,1.0,0.0,1.0,India,566947
5374,9,RA Jadeja,1,33,60,1.0,1.0,0.0,0.0,0.0,0.0,India,566947
5375,10,SL Malinga,2,49,49,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,566947
5376,11,UT Yadav,1,30,48,0.0,0.0,0.0,0.0,0.0,0.0,India,566947
5377,0,CH Morris,2,35,51,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,566946
5378,1,JC Tredwell,1,19,42,3.0,1.0,0.0,2.0,0.0,0.0,England,566946
5379,2,JE Root,1,22,18,0.0,0.0,0.0,0.0,0.0,0.0,England,566946
5380,3,JM Anderson,1,11,51,2.0,0.0,2.0,0.0,0.0,0.0,England,566946
5381,4,JP Duminy,2,27,30,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,566946
5382,5,LL Tsotsobe,2,26,30,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,566946
5383,6,R McLaren,2,24,37,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,566946
5384,7,RJ Peterson,2,49,57,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,566946
5385,8,RK Kleinveldt,2,10,24,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,566946
5386,9,RS Bopara,1,19,24,0.0,0.0,0.0,0.0,0.0,0.0,England,566946
5387,10,SCJ Broad,1,48,54,3.0,0.0,0.0,3.0,0.0,0.0,England,566946
5388,11,ST Finn,1,44,49,1.0,0.0,0.0,1.0,0.0,0.0,England,566946
5389,0,AC Voges,2,24,25,1.0,0.0,0.0,0.0,0.0,1.0,Australia,566945
5390,1,BA Stokes,1,61,60,5.0,0.0,0.0,4.0,1.0,0.0,England,566945
5391,2,CJ Jordan,1,45,66,3.0,0.0,0.0,3.0,0.0,0.0,England,566945
5392,3,CJ McKay,2,54,54,0.0,0.0,0.0,0.0,0.0,0.0,Australia,566945
5393,4,Fawad Ahmed,2,51,42,1.0,1.0,0.0,0.0,0.0,0.0,Australia,566945
5394,5,JC Tredwell,1,38,24,0.0,0.0,0.0,0.0,0.0,0.0,England,566945
5395,6,JE Root,1,56,38,1.0,0.0,0.0,0.0,0.0,1.0,England,566945
5396,7,JP Faulkner,2,38,54,3.0,1.0,1.0,1.0,0.0,0.0,Australia,566945
5397,8,MG Johnson,2,17,64,2.0,1.0,0.0,1.0,0.0,0.0,Australia,566945
5398,9,RS Bopara,1,54,60,0.0,0.0,0.0,0.0,0.0,0.0,England,566945
5399,10,SR Watson,2,51,55,1.0,0.0,0.0,1.0,0.0,0.0,Australia,566945
5400,11,WB Rankin,1,25,56,1.0,0.0,0.0,1.0,0.0,0.0,England,566945
5401,0,BA Stokes,1,41,55,1.0,0.0,0.0,1.0,0.0,0.0,England,566944
5402,1,CJ McKay,2,37,62,4.0,1.0,1.0,2.0,0.0,0.0,Australia,566944
5403,2,JC Tredwell,1,53,50,3.0,2.0,0.0,1.0,0.0,0.0,England,566944
5404,3,JE Root,1,9,6,0.0,0.0,0.0,0.0,0.0,0.0,England,566944
5405,4,JP Faulkner,2,43,60,1.0,0.0,1.0,0.0,0.0,0.0,Australia,566944
5406,5,MG Johnson,2,62,59,0.0,0.0,0.0,0.0,0.0,0.0,Australia,566944
5407,6,NM Coulter-Nile,2,34,60,1.0,1.0,0.0,0.0,0.0,0.0,Australia,566944
5408,7,RS Bopara,1,45,60,1.0,1.0,0.0,0.0,0.0,0.0,England,566944
5409,8,SR Watson,2,43,60,1.0,1.0,0.0,0.0,0.0,0.0,Australia,566944
5410,9,ST Finn,1,41,62,2.0,0.0,2.0,0.0,0.0,0.0,England,566944
5411,10,WB Rankin,1,31,60,2.0,0.0,0.0,2.0,0.0,0.0,England,566944
5412,0,AC Voges,1,3,7,1.0,0.0,0.0,0.0,1.0,0.0,Australia,566943
5413,1,CJ McKay,1,18,31,0.0,0.0,0.0,0.0,0.0,0.0,Australia,566943
5414,2,JP Faulkner,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,Australia,566943
5415,3,JR Hazlewood,1,6,12,0.0,0.0,0.0,0.0,0.0,0.0,Australia,566943
5416,4,MG Johnson,1,18,32,1.0,0.0,0.0,1.0,0.0,0.0,Australia,566943
5417,5,MJ Clarke,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,Australia,566943
5418,0,AC Voges,2,29,39,1.0,0.0,0.0,0.0,1.0,0.0,Australia,566942
5419,1,BA Stokes,1,66,60,0.0,0.0,0.0,0.0,0.0,0.0,England,566942
5420,2,CJ McKay,2,47,56,3.0,0.0,0.0,3.0,0.0,0.0,Australia,566942
5421,3,Fawad Ahmed,2,55,42,1.0,0.0,0.0,1.0,0.0,0.0,Australia,566942
5422,4,JC Tredwell,1,60,48,1.0,0.0,0.0,1.0,0.0,0.0,England,566942
5423,5,JE Root,1,13,12,0.0,0.0,0.0,0.0,0.0,0.0,England,566942
5424,6,JP Faulkner,2,39,48,1.0,1.0,0.0,0.0,0.0,0.0,Australia,566942
5425,7,MG Johnson,2,33,63,2.0,0.0,0.0,2.0,0.0,0.0,Australia,566942
5426,8,RS Bopara,1,55,62,2.0,0.0,0.0,2.0,0.0,0.0,England,566942
5427,9,SR Watson,2,17,24,1.0,0.0,0.0,1.0,0.0,0.0,Australia,566942
5428,10,ST Finn,1,67,61,2.0,0.0,0.0,2.0,0.0,0.0,England,566942
5429,11,WB Rankin,1,49,60,2.0,1.0,0.0,1.0,0.0,0.0,England,566942
5430,0,BA Stokes,1,50,61,0.0,0.0,0.0,0.0,0.0,0.0,England,566940
5431,1,DT Johnston,2,32,44,1.0,0.0,1.0,0.0,0.0,0.0,Ireland,566940
5432,2,GH Dockrell,2,72,61,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,566940
5433,3,JC Tredwell,1,35,60,2.0,1.0,1.0,0.0,0.0,0.0,England,566940
5434,4,JF Mooney,2,27,18,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,566940
5435,5,KJ O'Brien,2,41,24,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,566940
5436,6,LJ Wright,1,21,18,0.0,0.0,0.0,0.0,0.0,0.0,England,566940
5437,7,MA Carberry,1,12,6,0.0,0.0,0.0,0.0,0.0,0.0,England,566940
5438,8,MC Sorensen,2,24,24,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,566940
5439,9,PR Stirling,2,36,30,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,566940
5440,10,RS Bopara,1,39,44,1.0,0.0,0.0,1.0,0.0,0.0,England,566940
5441,11,ST Finn,1,42,62,0.0,0.0,0.0,0.0,0.0,0.0,England,566940
5442,12,TJ Murtagh,2,33,60,3.0,2.0,0.0,1.0,0.0,0.0,Ireland,566940
5443,13,WB Rankin,1,38,58,4.0,1.0,1.0,1.0,0.0,0.0,England,566940
5444,0,C Munro,1,10,6,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,566925
5445,1,JC Tredwell,2,51,54,3.0,1.0,0.0,2.0,0.0,0.0,England,566925
5446,2,JE Root,2,34,30,1.0,0.0,1.0,0.0,0.0,0.0,England,566925
5447,3,JEC Franklin,1,24,24,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,566925
5448,4,KD Mills,1,54,55,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,566925
5449,5,KS Williamson,1,42,54,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,566925
5450,6,MJ McClenaghan,1,48,65,3.0,0.0,2.0,1.0,0.0,0.0,New Zealand,566925
5451,7,NL McCullum,1,35,48,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,566925
5452,8,RS Bopara,2,19,38,0.0,0.0,0.0,0.0,0.0,0.0,England,566925
5453,9,SCJ Broad,2,56,54,2.0,0.0,0.0,2.0,0.0,0.0,England,566925
5454,10,ST Finn,2,53,61,2.0,0.0,0.0,2.0,0.0,0.0,England,566925
5455,11,TG Southee,1,63,56,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,566925
5456,12,TT Bresnan,2,25,50,2.0,0.0,0.0,2.0,0.0,0.0,England,566925
5457,0,CR Woakes,1,48,43,0.0,0.0,0.0,0.0,0.0,0.0,England,566924
5458,1,DAJ Bracewell,2,54,49,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,566924
5459,2,GD Elliott,2,13,12,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,566924
5460,3,GP Swann,1,61,60,1.0,1.0,0.0,0.0,0.0,0.0,England,566924
5461,4,JE Root,1,16,18,0.0,0.0,0.0,0.0,0.0,0.0,England,566924
5462,5,JEC Franklin,2,39,31,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,566924
5463,6,JM Anderson,1,63,62,2.0,1.0,0.0,1.0,0.0,0.0,England,566924
5464,7,JW Dernbach,1,86,61,0.0,0.0,0.0,0.0,0.0,0.0,England,566924
5465,8,KD Mills,2,54,55,1.0,1.0,0.0,0.0,0.0,0.0,New Zealand,566924
5466,9,KS Williamson,2,25,24,2.0,1.0,0.0,0.0,0.0,1.0,New Zealand,566924
5467,10,MJ McClenaghan,2,31,53,3.0,1.0,0.0,2.0,0.0,0.0,New Zealand,566924
5468,11,NL McCullum,2,47,48,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,566924
5469,12,TT Bresnan,1,72,61,0.0,0.0,0.0,0.0,0.0,0.0,England,566924
5470,0,CR Woakes,2,44,37,0.0,0.0,0.0,0.0,0.0,0.0,England,566923
5471,1,GP Swann,2,33,60,1.0,1.0,0.0,0.0,0.0,0.0,England,566923
5472,2,JE Root,2,13,14,0.0,0.0,0.0,0.0,0.0,0.0,England,566923
5473,3,JEC Franklin,1,29,24,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,566923
5474,4,JM Anderson,2,28,56,3.0,0.0,0.0,3.0,0.0,0.0,England,566923
5475,5,JW Dernbach,2,51,64,1.0,0.0,0.0,1.0,0.0,0.0,England,566923
5476,6,KD Mills,1,36,60,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,566923
5477,7,KS Williamson,1,36,38,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,566923
5478,8,MJ McClenaghan,1,48,61,2.0,0.0,0.0,2.0,0.0,0.0,New Zealand,566923
5479,9,NL McCullum,1,33,61,2.0,1.0,0.0,1.0,0.0,0.0,New Zealand,566923
5480,10,TG Southee,1,34,63,3.0,1.0,0.0,2.0,0.0,0.0,New Zealand,566923
5481,11,TT Bresnan,2,36,59,0.0,0.0,0.0,0.0,0.0,0.0,England,566923
5482,0,B Kumar,2,43,56,0.0,0.0,0.0,0.0,0.0,0.0,India,565816
5483,1,CR Woakes,1,44,55,1.0,0.0,0.0,1.0,0.0,0.0,England,565816
5484,2,I Sharma,2,37,60,1.0,1.0,0.0,0.0,0.0,0.0,India,565816
5485,3,JC Tredwell,1,24,61,2.0,0.0,0.0,2.0,0.0,0.0,England,565816
5486,4,JE Root,1,34,30,0.0,0.0,0.0,0.0,0.0,0.0,England,565816
5487,5,Mohammed Shami,2,44,56,1.0,0.0,0.0,1.0,0.0,0.0,India,565816
5488,6,R Ashwin,2,48,62,0.0,0.0,0.0,0.0,0.0,0.0,India,565816
5489,7,RA Jadeja,2,25,45,1.0,1.0,0.0,0.0,0.0,0.0,India,565816
5490,8,SR Patel,1,46,36,1.0,0.0,0.0,1.0,0.0,0.0,England,565816
5491,9,ST Finn,1,26,61,2.0,0.0,1.0,1.0,0.0,0.0,England,565816
5492,10,TT Bresnan,1,42,61,4.0,0.0,0.0,3.0,1.0,0.0,England,565816
5493,11,Yuvraj Singh,2,15,12,0.0,0.0,0.0,0.0,0.0,0.0,India,565816
5494,0,B Kumar,1,28,62,0.0,0.0,0.0,0.0,0.0,0.0,India,565815
5495,1,I Sharma,1,46,61,2.0,1.0,0.0,1.0,0.0,0.0,India,565815
5496,2,JC Tredwell,2,54,60,2.0,0.0,1.0,0.0,1.0,0.0,England,565815
5497,3,JE Root,2,24,30,0.0,0.0,0.0,0.0,0.0,0.0,England,565815
5498,4,JW Dernbach,2,58,58,1.0,0.0,0.0,1.0,0.0,0.0,England,565815
5499,5,Mohammed Shami,1,57,49,0.0,0.0,0.0,0.0,0.0,0.0,India,565815
5500,6,R Ashwin,1,63,60,2.0,0.0,1.0,1.0,0.0,0.0,India,565815
5501,7,RA Jadeja,1,39,60,3.0,0.0,0.0,2.0,1.0,0.0,India,565815
5502,8,SK Raina,1,10,12,0.0,0.0,0.0,0.0,0.0,0.0,India,565815
5503,9,SR Patel,2,21,18,0.0,0.0,0.0,0.0,0.0,0.0,England,565815
5504,10,ST Finn,2,37,62,1.0,0.0,1.0,0.0,0.0,0.0,England,565815
5505,11,TT Bresnan,2,57,62,1.0,0.0,0.0,1.0,0.0,0.0,England,565815
5506,0,B Kumar,1,37,63,1.0,0.0,0.0,1.0,0.0,0.0,India,565814
5507,1,I Sharma,1,26,45,2.0,0.0,0.0,2.0,0.0,0.0,India,565814
5508,2,JC Tredwell,2,29,42,2.0,1.0,0.0,1.0,0.0,0.0,England,565814
5509,3,JW Dernbach,2,43,32,0.0,0.0,0.0,0.0,0.0,0.0,England,565814
5510,4,Mohammed Shami,1,21,50,1.0,0.0,1.0,0.0,0.0,0.0,India,565814
5511,5,R Ashwin,1,36,61,2.0,1.0,0.0,1.0,0.0,0.0,India,565814
5512,6,RA Jadeja,1,19,38,3.0,2.0,1.0,0.0,0.0,0.0,India,565814
5513,7,SK Raina,1,1,6,1.0,0.0,0.0,1.0,0.0,0.0,India,565814
5514,8,ST Finn,2,48,57,1.0,1.0,0.0,0.0,0.0,0.0,England,565814
5515,9,TT Bresnan,2,30,43,0.0,0.0,0.0,0.0,0.0,0.0,England,565814
5516,0,B Kumar,2,28,61,3.0,1.0,1.0,1.0,0.0,0.0,India,565813
5517,1,CR Woakes,1,59,55,1.0,0.0,0.0,1.0,0.0,0.0,England,565813
5518,2,I Sharma,2,27,25,0.0,0.0,0.0,0.0,0.0,0.0,India,565813
5519,3,JC Tredwell,1,48,60,1.0,0.0,1.0,0.0,0.0,0.0,England,565813
5520,4,JE Root,1,5,12,0.0,0.0,0.0,0.0,0.0,0.0,England,565813
5521,5,JW Dernbach,1,66,57,2.0,1.0,0.0,1.0,0.0,0.0,England,565813
5522,6,Mohammed Shami,2,22,26,1.0,0.0,0.0,1.0,0.0,0.0,India,565813
5523,7,R Ashwin,2,39,42,3.0,0.0,1.0,2.0,0.0,0.0,India,565813
5524,8,RA Jadeja,2,12,42,2.0,1.0,1.0,0.0,0.0,0.0,India,565813
5525,9,SR Patel,1,41,61,0.0,0.0,0.0,0.0,0.0,0.0,England,565813
5526,10,ST Finn,1,51,60,2.0,2.0,0.0,0.0,0.0,0.0,England,565813
5527,11,Yuvraj Singh,2,19,24,0.0,0.0,0.0,0.0,0.0,0.0,India,565813
5528,0,AB Dinda,1,49,52,2.0,0.0,0.0,1.0,1.0,0.0,India,565812
5529,1,B Kumar,1,50,44,0.0,0.0,0.0,0.0,0.0,0.0,India,565812
5530,2,I Sharma,1,84,62,0.0,0.0,0.0,0.0,0.0,0.0,India,565812
5531,3,JC Tredwell,2,43,61,4.0,0.0,0.0,3.0,1.0,0.0,England,565812
5532,4,JE Root,2,49,56,0.0,0.0,0.0,0.0,0.0,0.0,England,565812
5533,5,JW Dernbach,2,67,62,2.0,1.0,0.0,1.0,0.0,0.0,England,565812
5534,6,R Ashwin,1,60,55,0.0,0.0,0.0,0.0,0.0,0.0,India,565812
5535,7,RA Jadeja,1,45,61,0.0,0.0,0.0,0.0,0.0,0.0,India,565812
5536,8,SK Raina,1,16,32,1.0,0.0,0.0,1.0,0.0,0.0,India,565812
5537,9,SR Patel,2,21,18,0.0,0.0,0.0,0.0,0.0,0.0,England,565812
5538,10,ST Finn,2,62,61,1.0,0.0,0.0,1.0,0.0,0.0,England,565812
5539,11,TT Bresnan,2,65,50,2.0,1.0,0.0,1.0,0.0,0.0,England,565812
5540,12,V Kohli,1,9,6,0.0,0.0,0.0,0.0,0.0,0.0,India,565812
5541,0,AB Dinda,2,55,46,2.0,0.0,1.0,1.0,0.0,0.0,India,564785
5542,1,AD Mathews,1,29,30,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564785
5543,2,BMAJ Mendis,1,25,30,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564785
5544,3,IK Pathan,2,56,64,5.0,1.0,0.0,4.0,0.0,0.0,India,564785
5545,4,MK Tiwary,2,14,6,0.0,0.0,0.0,0.0,0.0,0.0,India,564785
5546,5,N Pradeep,1,63,60,2.0,1.0,1.0,0.0,0.0,0.0,Sri Lanka,564785
5547,6,NLTC Perera,1,49,63,1.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,564785
5548,7,R Ashwin,2,37,54,0.0,0.0,0.0,0.0,0.0,0.0,India,564785
5549,8,RG Sharma,2,23,36,0.0,0.0,0.0,0.0,0.0,0.0,India,564785
5550,9,SK Raina,2,12,12,0.0,0.0,0.0,0.0,0.0,0.0,India,564785
5551,10,SL Malinga,1,63,61,3.0,0.0,0.0,3.0,0.0,0.0,Sri Lanka,564785
5552,11,SMSM Senanayake,1,49,61,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,564785
5553,12,V Kohli,2,3,6,0.0,0.0,0.0,0.0,0.0,0.0,India,564785
5554,13,Z Khan,2,45,59,1.0,0.0,1.0,0.0,0.0,0.0,India,564785
5555,0,AB Dinda,1,26,38,1.0,0.0,0.0,1.0,0.0,0.0,India,564784
5556,1,AD Mathews,2,18,36,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,564784
5557,2,BMAJ Mendis,2,37,36,1.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,564784
5558,3,HMRKB Herath,2,44,42,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564784
5559,4,IK Pathan,1,26,37,0.0,0.0,0.0,0.0,0.0,0.0,India,564784
5560,5,MK Tiwary,1,55,62,4.0,1.0,0.0,3.0,0.0,0.0,India,564784
5561,6,N Pradeep,2,49,51,1.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,564784
5562,7,NLTC Perera,2,48,37,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564784
5563,8,R Ashwin,1,46,60,2.0,1.0,0.0,0.0,0.0,1.0,India,564784
5564,9,RG Sharma,1,6,12,0.0,0.0,0.0,0.0,0.0,0.0,India,564784
5565,10,SL Malinga,2,39,50,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,564784
5566,11,TM Dilshan,2,10,8,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564784
5567,12,V Kohli,1,7,12,0.0,0.0,0.0,0.0,0.0,0.0,India,564784
5568,13,V Sehwag,1,37,49,1.0,0.0,0.0,1.0,0.0,0.0,India,564784
5569,14,Z Khan,1,33,39,0.0,0.0,0.0,0.0,0.0,0.0,India,564784
5570,0,AB Dinda,1,75,61,1.0,0.0,0.0,1.0,0.0,0.0,India,564783
5571,1,AD Mathews,2,49,52,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564783
5572,2,BMAJ Mendis,2,19,24,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564783
5573,3,HMRKB Herath,2,36,54,1.0,0.0,0.0,0.0,1.0,0.0,Sri Lanka,564783
5574,4,I Udana,2,38,40,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564783
5575,5,IK Pathan,1,55,64,1.0,0.0,1.0,0.0,0.0,0.0,India,564783
5576,6,NLTC Perera,2,57,54,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,564783
5577,7,R Ashwin,1,49,61,0.0,0.0,0.0,0.0,0.0,0.0,India,564783
5578,8,R Sharma,1,44,49,1.0,0.0,1.0,0.0,0.0,0.0,India,564783
5579,9,RG Sharma,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,India,564783
5580,10,SL Malinga,2,60,60,2.0,1.0,1.0,0.0,0.0,0.0,Sri Lanka,564783
5581,11,TM Dilshan,2,14,18,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564783
5582,12,V Sehwag,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,India,564783
5583,13,Z Khan,1,36,63,2.0,1.0,0.0,1.0,0.0,0.0,India,564783
5584,0,AD Mathews,1,14,42,3.0,1.0,0.0,2.0,0.0,0.0,Sri Lanka,564782
5585,1,HMRKB Herath,1,21,30,1.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,564782
5586,2,I Udana,1,37,41,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564782
5587,3,IK Pathan,2,23,28,0.0,0.0,0.0,0.0,0.0,0.0,India,564782
5588,4,NLTC Perera,1,19,48,3.0,1.0,0.0,1.0,1.0,0.0,Sri Lanka,564782
5589,5,PP Ojha,2,7,5,0.0,0.0,0.0,0.0,0.0,0.0,India,564782
5590,6,R Ashwin,2,17,31,1.0,0.0,0.0,1.0,0.0,0.0,India,564782
5591,7,SL Malinga,1,36,45,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,564782
5592,8,UT Yadav,2,38,24,0.0,0.0,0.0,0.0,0.0,0.0,India,564782
5593,9,Z Khan,2,30,42,0.0,0.0,0.0,0.0,0.0,0.0,India,564782
5594,0,AD Mathews,1,53,61,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,564781
5595,1,HMRKB Herath,1,51,61,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564781
5596,2,IK Pathan,2,33,64,2.0,0.0,1.0,1.0,0.0,0.0,India,564781
5597,3,KMDN Kulasekara,1,19,31,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,564781
5598,4,NLTC Perera,1,70,60,3.0,0.0,0.0,3.0,0.0,0.0,Sri Lanka,564781
5599,5,PP Ojha,2,43,37,1.0,0.0,1.0,0.0,0.0,0.0,India,564781
5600,6,R Ashwin,2,45,61,2.0,0.0,1.0,1.0,0.0,0.0,India,564781
5601,7,SL Malinga,1,81,62,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564781
5602,8,TM Dilshan,1,28,30,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,564781
5603,9,UT Yadav,2,73,63,2.0,1.0,0.0,1.0,0.0,0.0,India,564781
5604,10,V Sehwag,2,19,25,0.0,0.0,0.0,0.0,0.0,0.0,India,564781
5605,11,Z Khan,2,57,65,1.0,0.0,0.0,1.0,0.0,0.0,India,564781
5606,0,AD Mathews,1,41,60,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,562443
5607,1,BMAJ Mendis,1,29,55,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,562443
5608,2,KMDN Kulasekara,1,53,60,2.0,1.0,0.0,1.0,0.0,0.0,Sri Lanka,562443
5609,3,Mohammad Hafeez,2,30,60,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,562443
5610,4,Mohammad Sami,2,73,60,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562443
5611,5,NLTC Perera,1,53,49,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,562443
5612,6,SL Malinga,1,51,61,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,562443
5613,7,Shahid Afridi,2,45,62,2.0,0.0,0.0,0.0,1.0,1.0,Pakistan,562443
5614,8,Sohail Tanvir,2,35,67,3.0,2.0,0.0,1.0,0.0,0.0,Pakistan,562443
5615,9,TM Dilshan,1,12,18,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,562443
5616,10,Umar Gul,2,43,60,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562443
5617,0,AD Mathews,2,31,56,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,562442
5618,1,KMDN Kulasekara,2,31,59,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,562442
5619,2,Mohammad Hafeez,1,37,60,2.0,1.0,1.0,0.0,0.0,0.0,Pakistan,562442
5620,3,NLTC Perera,2,41,61,4.0,0.0,0.0,4.0,0.0,0.0,Sri Lanka,562442
5621,4,S Weerakoon,2,45,61,1.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,562442
5622,5,SL Malinga,2,28,44,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,562442
5623,6,Saeed Ajmal,1,49,61,2.0,0.0,0.0,2.0,0.0,0.0,Pakistan,562442
5624,7,Shahid Afridi,1,35,61,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562442
5625,8,Sohail Tanvir,1,40,63,2.0,2.0,0.0,0.0,0.0,0.0,Pakistan,562442
5626,9,Umar Gul,1,48,51,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,562442
5627,10,Younis Khan,1,8,15,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562442
5628,0,AD Mathews,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,562441
5629,1,KMDN Kulasekara,1,3,18,1.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,562441
5630,2,SL Malinga,1,9,18,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,562441
5631,0,AD Mathews,2,48,60,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,562440
5632,1,HMRKB Herath,2,37,60,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,562440
5633,2,KMDN Kulasekara,2,33,50,2.0,1.0,1.0,0.0,0.0,0.0,Sri Lanka,562440
5634,3,Mohammad Hafeez,1,30,48,1.0,0.0,0.0,0.0,1.0,0.0,Pakistan,562440
5635,4,NLTC Perera,2,44,60,6.0,0.0,2.0,3.0,1.0,0.0,Sri Lanka,562440
5636,5,Rahat Ali,1,31,25,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562440
5637,6,SL Malinga,2,40,48,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,562440
5638,7,Saeed Ajmal,1,49,60,1.0,1.0,0.0,0.0,0.0,0.0,Pakistan,562440
5639,8,Shahid Afridi,1,47,62,1.0,0.0,1.0,0.0,0.0,0.0,Pakistan,562440
5640,9,Sohail Tanvir,1,49,56,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,562440
5641,10,Umar Gul,1,58,54,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562440
5642,0,AD Mathews,2,17,37,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,562439
5643,1,HMRKB Herath,2,18,36,1.0,0.0,0.0,0.0,0.0,1.0,Sri Lanka,562439
5644,2,KMDN Kulasekara,2,26,57,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,562439
5645,3,Mohammad Hafeez,1,20,60,2.0,1.0,1.0,0.0,0.0,0.0,Pakistan,562439
5646,4,Mohammad Sami,1,17,38,3.0,0.0,1.0,2.0,0.0,0.0,Pakistan,562439
5647,5,NLTC Perera,2,29,39,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,562439
5648,6,SL Malinga,2,23,43,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,562439
5649,7,Saeed Ajmal,1,23,30,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562439
5650,8,Shahid Afridi,1,7,25,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562439
5651,9,Sohail Tanvir,1,25,53,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,562439
5652,10,Umar Gul,1,12,58,3.0,1.0,1.0,1.0,0.0,0.0,Pakistan,562439
