,index,bowler,innings,runs,deliveries,wickets,bowled,lbw,caught,c_and_b,stumped,bowling_team,match_id
10809,2,JA Morkel,1,47,42,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,351686
10810,3,JH Kallis,1,37,31,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,351686
10811,4,JP Duminy,1,49,63,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,351686
10812,5,JR Hopes,2,48,60,0.0,0.0,0.0,0.0,0.0,0.0,Australia,351686
10813,6,M Ntini,1,46,54,2.0,1.0,0.0,1.0,0.0,0.0,South Africa,351686
10814,7,MG Johnson,2,69,56,1.0,0.0,0.0,1.0,0.0,0.0,Australia,351686
10815,8,NM Hauritz,2,56,57,2.0,1.0,0.0,1.0,0.0,0.0,Australia,351686
10816,9,NW Bracken,2,29,54,1.0,0.0,0.0,1.0,0.0,0.0,Australia,351686
10817,10,SW Tait,2,51,61,1.0,0.0,0.0,1.0,0.0,0.0,Australia,351686
10818,0,BW Hilfenhaus,2,58,62,2.0,0.0,0.0,2.0,0.0,0.0,Australia,351685
10819,1,CL White,2,15,19,0.0,0.0,0.0,0.0,0.0,0.0,Australia,351685
10820,2,DJ Hussey,2,28,42,0.0,0.0,0.0,0.0,0.0,0.0,Australia,351685
10821,3,DW Steyn,1,32,63,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,351685
10822,4,J Botha,1,38,44,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,351685
10823,5,JA Morkel,1,45,49,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,351685
10824,6,JH Kallis,1,57,60,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,351685
10825,7,JP Duminy,1,23,36,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,351685
10826,8,JR Hopes,2,41,62,1.0,0.0,0.0,1.0,0.0,0.0,Australia,351685
10827,9,M Ntini,1,38,55,3.0,0.0,0.0,3.0,0.0,0.0,South Africa,351685
10828,10,NW Bracken,2,38,60,0.0,0.0,0.0,0.0,0.0,0.0,Australia,351685
10829,11,RJ Harris,2,54,60,1.0,1.0,0.0,0.0,0.0,0.0,Australia,351685
10830,0,BW Hilfenhaus,2,52,60,2.0,1.0,0.0,1.0,0.0,0.0,Australia,351684
10831,1,DJ Hussey,2,35,30,0.0,0.0,0.0,0.0,0.0,0.0,Australia,351684
10832,2,DW Steyn,1,47,62,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,351684
10833,3,J Botha,1,49,61,2.0,1.0,0.0,1.0,0.0,0.0,South Africa,351684
10834,4,JA Morkel,1,58,54,2.0,1.0,0.0,1.0,0.0,0.0,South Africa,351684
10835,5,JH Kallis,1,35,60,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,351684
10836,6,JP Duminy,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,351684
10837,7,JR Hopes,2,51,60,0.0,0.0,0.0,0.0,0.0,0.0,Australia,351684
10838,8,M Morkel,1,62,62,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,351684
10839,9,MJ Clarke,2,27,32,1.0,1.0,0.0,0.0,0.0,0.0,Australia,351684
10840,10,NW Bracken,2,49,60,1.0,0.0,0.0,1.0,0.0,0.0,Australia,351684
10841,11,SW Tait,2,40,63,2.0,2.0,0.0,0.0,0.0,0.0,Australia,351684
10842,0,B Laughlin,2,54,56,1.0,1.0,0.0,0.0,0.0,0.0,Australia,350481
10843,1,DJ Hussey,2,4,6,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350481
10844,2,DW Steyn,1,69,64,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350481
10845,3,JA Morkel,1,24,24,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,350481
10846,4,JH Kallis,1,21,12,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350481
10847,5,JP Duminy,1,43,63,3.0,0.0,0.0,1.0,1.0,1.0,South Africa,350481
10848,6,JR Hopes,2,30,37,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350481
10849,7,M Morkel,1,41,48,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350481
10850,8,M Ntini,1,48,36,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350481
10851,9,MG Johnson,2,56,55,3.0,0.0,0.0,3.0,0.0,0.0,Australia,350481
10852,10,MJ Clarke,2,16,12,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350481
10853,11,NM Hauritz,2,34,54,2.0,0.0,1.0,1.0,0.0,0.0,Australia,350481
10854,12,NW Bracken,2,54,60,2.0,0.0,0.0,2.0,0.0,0.0,Australia,350481
10855,13,RE van der Merwe,1,44,60,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,350481
10856,0,DW Steyn,2,42,48,4.0,2.0,0.0,1.0,1.0,0.0,South Africa,350480
10857,1,J Botha,2,48,60,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,350480
10858,2,JA Morkel,2,24,31,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,350480
10859,3,JH Kallis,2,24,25,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350480
10860,4,JR Hopes,1,57,60,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350480
10861,5,MG Johnson,1,56,63,2.0,1.0,0.0,1.0,0.0,0.0,Australia,350480
10862,6,MJ Clarke,1,22,18,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350480
10863,7,NM Hauritz,1,51,42,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350480
10864,8,NW Bracken,1,63,61,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350480
10865,9,RE van der Merwe,2,43,62,3.0,1.0,1.0,0.0,0.0,1.0,South Africa,350480
10866,10,SM Harwood,1,55,62,2.0,0.0,0.0,2.0,0.0,0.0,Australia,350480
10867,11,WD Parnell,2,64,54,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,350480
10868,0,B Geeves,1,62,65,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350479
10869,1,DJ Hussey,1,25,24,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350479
10870,2,DW Steyn,2,41,63,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350479
10871,3,J Botha,2,54,61,1.0,0.0,0.0,0.0,1.0,0.0,South Africa,350479
10872,4,JA Morkel,2,33,30,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350479
10873,5,JH Kallis,2,19,24,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350479
10874,6,JP Duminy,2,6,12,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,350479
10875,7,JR Hopes,1,64,48,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350479
10876,8,MG Johnson,1,34,60,4.0,1.0,0.0,3.0,0.0,0.0,Australia,350479
10877,9,NM Hauritz,1,37,48,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350479
10878,10,NW Bracken,1,57,61,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350479
10879,11,RE van der Merwe,2,36,61,3.0,1.0,1.0,1.0,0.0,0.0,South Africa,350479
10880,12,WD Parnell,2,47,54,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350479
10881,0,B Laughlin,2,29,45,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350478
10882,1,DW Steyn,1,24,59,4.0,1.0,0.0,3.0,0.0,0.0,South Africa,350478
10883,2,J Botha,1,28,55,1.0,0.0,1.0,0.0,0.0,0.0,South Africa,350478
10884,3,JA Morkel,1,14,31,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350478
10885,4,JH Kallis,1,9,26,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,350478
10886,5,MG Johnson,2,42,65,2.0,0.0,0.0,2.0,0.0,0.0,Australia,350478
10887,6,NM Hauritz,2,26,30,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350478
10888,7,NW Bracken,2,23,24,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350478
10889,8,RE van der Merwe,1,22,30,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350478
10890,9,WD Parnell,1,25,48,4.0,0.0,2.0,2.0,0.0,0.0,South Africa,350478
10891,0,B Laughlin,2,27,31,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350477
10892,1,DW Steyn,1,43,56,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,350477
10893,2,J Botha,1,37,61,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350477
10894,3,JA Morkel,1,48,51,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350477
10895,4,JP Duminy,1,21,25,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350477
10896,5,JR Hopes,2,23,43,2.0,0.0,0.0,2.0,0.0,0.0,Australia,350477
10897,6,M Morkel,1,60,61,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,350477
10898,7,M Ntini,1,67,54,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,350477
10899,8,MG Johnson,2,22,44,2.0,0.0,1.0,1.0,0.0,0.0,Australia,350477
10900,9,NM Hauritz,2,29,49,4.0,0.0,0.0,2.0,1.0,1.0,Australia,350477
10901,10,NW Bracken,2,35,37,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350477
10902,0,Abdur Razzak,1,55,60,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,350348
10903,1,DW Steyn,2,13,51,4.0,1.0,1.0,2.0,0.0,0.0,South Africa,350348
10904,2,J Botha,2,24,44,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350348
10905,3,J Louw,2,48,44,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350348
10906,4,JA Morkel,2,35,49,3.0,2.0,0.0,1.0,0.0,0.0,South Africa,350348
10907,5,JH Kallis,2,31,30,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,350348
10908,6,Junaid Siddique,1,8,7,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,350348
10909,7,M Morkel,2,33,71,2.0,1.0,0.0,1.0,0.0,0.0,South Africa,350348
10910,8,Mashrafe Mortaza,1,51,55,1.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,350348
10911,9,Naeem Islam,1,59,60,3.0,0.0,0.0,3.0,0.0,0.0,Bangladesh,350348
10912,10,Shakib Al Hasan,1,48,60,2.0,0.0,1.0,1.0,0.0,0.0,Bangladesh,350348
10913,11,Syed Rasel,1,53,63,1.0,1.0,0.0,0.0,0.0,0.0,Bangladesh,350348
10914,0,B Lee,2,29,64,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350049
10915,1,BW Hilfenhaus,2,30,43,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350049
10916,2,G Onions,1,25,57,1.0,0.0,0.0,1.0,0.0,0.0,England,350049
10917,3,GP Swann,1,28,60,5.0,2.0,0.0,2.0,1.0,0.0,England,350049
10918,4,JM Anderson,1,36,42,1.0,0.0,0.0,1.0,0.0,0.0,England,350049
10919,5,JR Hopes,2,29,36,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350049
10920,6,MG Johnson,2,27,32,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350049
10921,7,NM Hauritz,2,29,49,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350049
10922,8,OA Shah,1,14,30,1.0,0.0,0.0,0.0,1.0,0.0,England,350049
10923,9,PD Collingwood,1,37,42,0.0,0.0,0.0,0.0,0.0,0.0,England,350049
10924,10,RS Bopara,1,7,6,0.0,0.0,0.0,0.0,0.0,0.0,England,350049
10925,11,SR Watson,2,12,30,1.0,0.0,1.0,0.0,0.0,0.0,Australia,350049
10926,12,TT Bresnan,1,24,42,1.0,0.0,0.0,1.0,0.0,0.0,England,350049
10927,0,AD Mascarenhas,1,49,60,1.0,0.0,0.0,1.0,0.0,0.0,England,350048
10928,1,B Lee,2,46,50,2.0,1.0,0.0,1.0,0.0,0.0,Australia,350048
10929,2,GP Swann,1,47,61,1.0,0.0,0.0,1.0,0.0,0.0,England,350048
10930,3,JM Anderson,1,53,62,4.0,2.0,0.0,2.0,0.0,0.0,England,350048
10931,4,JR Hopes,2,32,54,3.0,1.0,0.0,2.0,0.0,0.0,Australia,350048
10932,5,NM Hauritz,2,32,38,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350048
10933,6,NW Bracken,2,39,62,2.0,1.0,0.0,1.0,0.0,0.0,Australia,350048
10934,7,PM Siddle,2,22,48,1.0,1.0,0.0,0.0,0.0,0.0,Australia,350048
10935,8,RJ Sidebottom,1,57,58,1.0,0.0,0.0,1.0,0.0,0.0,England,350048
10936,9,RS Bopara,1,11,12,0.0,0.0,0.0,0.0,0.0,0.0,England,350048
10937,10,TT Bresnan,1,57,57,0.0,0.0,0.0,0.0,0.0,0.0,England,350048
10938,0,AD Mascarenhas,2,49,60,1.0,0.0,0.0,1.0,0.0,0.0,England,350047
10939,1,AU Rashid,2,53,44,1.0,0.0,0.0,1.0,0.0,0.0,England,350047
10940,2,MG Johnson,1,75,64,2.0,0.0,0.0,2.0,0.0,0.0,Australia,350047
10941,3,MJ Clarke,1,10,13,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350047
10942,4,NM Hauritz,1,53,61,2.0,0.0,1.0,0.0,0.0,1.0,Australia,350047
10943,5,NW Bracken,1,43,48,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350047
10944,6,PM Siddle,1,49,61,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350047
10945,7,RJ Sidebottom,2,42,57,0.0,0.0,0.0,0.0,0.0,0.0,England,350047
10946,8,RS Bopara,2,21,18,0.0,0.0,0.0,0.0,0.0,0.0,England,350047
10947,9,SCJ Broad,2,55,56,2.0,0.0,1.0,1.0,0.0,0.0,England,350047
10948,10,SR Watson,1,60,60,2.0,0.0,0.0,2.0,0.0,0.0,Australia,350047
10949,11,TT Bresnan,2,75,61,2.0,0.0,0.0,2.0,0.0,0.0,England,350047
10950,0,AU Rashid,2,55,61,1.0,0.0,0.0,1.0,0.0,0.0,England,350046
10951,1,B Lee,1,45,58,5.0,4.0,0.0,1.0,0.0,0.0,Australia,350046
10952,2,LJ Wright,2,24,38,0.0,0.0,0.0,0.0,0.0,0.0,England,350046
10953,3,MG Johnson,1,42,51,1.0,1.0,0.0,0.0,0.0,0.0,Australia,350046
10954,4,MJ Clarke,1,18,18,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350046
10955,5,NM Hauritz,1,22,61,2.0,0.0,1.0,1.0,0.0,0.0,Australia,350046
10956,6,NW Bracken,1,39,49,1.0,0.0,0.0,0.0,0.0,1.0,Australia,350046
10957,7,OA Shah,2,12,18,0.0,0.0,0.0,0.0,0.0,0.0,England,350046
10958,8,RJ Sidebottom,2,39,48,0.0,0.0,0.0,0.0,0.0,0.0,England,350046
10959,9,SCJ Broad,2,42,55,0.0,0.0,0.0,0.0,0.0,0.0,England,350046
10960,10,SR Watson,1,46,48,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350046
10961,11,TT Bresnan,2,38,51,2.0,0.0,1.0,1.0,0.0,0.0,England,350046
10962,0,B Lee,1,55,57,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350045
10963,1,GP Swann,2,35,30,1.0,1.0,0.0,0.0,0.0,0.0,England,350045
10964,2,JM Anderson,2,51,58,1.0,0.0,1.0,0.0,0.0,0.0,England,350045
10965,3,JR Hopes,1,34,42,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350045
10966,4,LJ Wright,2,16,42,1.0,0.0,0.0,1.0,0.0,0.0,England,350045
10967,5,MG Johnson,1,36,63,2.0,0.0,1.0,1.0,0.0,0.0,Australia,350045
10968,6,NM Hauritz,1,24,36,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350045
10969,7,NW Bracken,1,36,60,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350045
10970,8,PD Collingwood,2,36,44,1.0,0.0,1.0,0.0,0.0,0.0,England,350045
10971,9,RJ Sidebottom,2,38,61,0.0,0.0,0.0,0.0,0.0,0.0,England,350045
10972,10,SR Watson,1,34,50,3.0,0.0,1.0,2.0,0.0,0.0,Australia,350045
10973,11,TT Bresnan,2,45,61,0.0,0.0,0.0,0.0,0.0,0.0,England,350045
10974,0,B Lee,2,20,51,2.0,1.0,0.0,1.0,0.0,0.0,Australia,350044
10975,1,GP Swann,1,31,48,2.0,1.0,1.0,0.0,0.0,0.0,England,350044
10976,2,JM Anderson,1,53,58,1.0,1.0,0.0,0.0,0.0,0.0,England,350044
10977,3,JR Hopes,2,21,19,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350044
10978,4,LJ Wright,1,51,61,2.0,0.0,0.0,2.0,0.0,0.0,England,350044
10979,5,MG Johnson,2,49,55,2.0,0.0,1.0,1.0,0.0,0.0,Australia,350044
10980,6,NM Hauritz,2,44,56,1.0,0.0,0.0,0.0,1.0,0.0,Australia,350044
10981,7,NW Bracken,2,36,61,2.0,2.0,0.0,0.0,0.0,0.0,Australia,350044
10982,8,PD Collingwood,1,19,24,0.0,0.0,0.0,0.0,0.0,0.0,England,350044
10983,9,RJ Sidebottom,1,43,55,1.0,0.0,0.0,1.0,0.0,0.0,England,350044
10984,10,RS Bopara,1,12,18,1.0,0.0,0.0,1.0,0.0,0.0,England,350044
10985,11,SR Watson,2,26,42,2.0,0.0,1.0,1.0,0.0,0.0,Australia,350044
10986,12,TT Bresnan,1,24,43,1.0,0.0,0.0,1.0,0.0,0.0,England,350044
10987,0,AU Rashid,1,37,60,0.0,0.0,0.0,0.0,0.0,0.0,England,350043
10988,1,B Lee,2,60,59,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350043
10989,2,GP Swann,1,29,42,0.0,0.0,0.0,0.0,0.0,0.0,England,350043
10990,3,JM Anderson,1,34,43,0.0,0.0,0.0,0.0,0.0,0.0,England,350043
10991,4,JR Hopes,2,14,30,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350043
10992,5,LJ Wright,1,9,6,0.0,0.0,0.0,0.0,0.0,0.0,England,350043
10993,6,MG Johnson,2,22,44,3.0,0.0,0.0,2.0,0.0,0.0,Australia,350043
10994,7,MJ Clarke,2,18,24,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350043
10995,8,NM Hauritz,2,40,58,2.0,0.0,0.0,1.0,0.0,1.0,Australia,350043
10996,9,NW Bracken,2,48,60,0.0,0.0,0.0,0.0,0.0,0.0,Australia,350043
10997,10,PD Collingwood,1,47,54,2.0,0.0,0.0,1.0,1.0,0.0,England,350043
10998,11,RJ Sidebottom,1,45,45,1.0,1.0,0.0,0.0,0.0,0.0,England,350043
10999,12,SCJ Broad,1,52,54,0.0,0.0,0.0,0.0,0.0,0.0,England,350043
11000,13,SR Watson,2,38,38,1.0,0.0,0.0,1.0,0.0,0.0,Australia,350043
11001,0,Fawad Alam,2,23,37,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,345471
11002,1,I Sharma,1,54,63,1.0,0.0,0.0,1.0,0.0,0.0,India,345471
11003,2,IK Pathan,1,59,60,3.0,0.0,0.0,2.0,0.0,0.0,India,345471
11004,3,Iftikhar Anjum,2,58,60,2.0,0.0,0.0,2.0,0.0,0.0,Pakistan,345471
11005,4,P Kumar,1,37,60,0.0,0.0,0.0,0.0,0.0,0.0,India,345471
11006,5,PP Chawla,1,85,60,0.0,0.0,0.0,0.0,0.0,0.0,India,345471
11007,6,SK Raina,1,11,6,0.0,0.0,0.0,0.0,0.0,0.0,India,345471
11008,7,Shahid Afridi,2,49,59,2.0,0.0,0.0,2.0,0.0,0.0,Pakistan,345471
11009,8,Shoaib Malik,2,28,24,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,345471
11010,9,Sohail Tanvir,2,57,62,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,345471
11011,10,Umar Gul,2,55,56,4.0,1.0,1.0,2.0,0.0,0.0,Pakistan,345471
11012,11,V Sehwag,1,26,18,0.0,0.0,0.0,0.0,0.0,0.0,India,345471
11013,12,YK Pathan,1,11,12,0.0,0.0,0.0,0.0,0.0,0.0,India,345471
11014,13,Yuvraj Singh,1,23,24,0.0,0.0,0.0,0.0,0.0,0.0,India,345471
11015,0,Abdur Razzak,2,47,61,1.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,345470
11016,1,Alok Kapali,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,345470
11017,2,Dolar Mahmud,2,40,26,1.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,345470
11018,3,Farhad Reza,2,43,33,1.0,1.0,0.0,0.0,0.0,0.0,Bangladesh,345470
11019,4,IK Pathan,1,45,56,2.0,1.0,0.0,1.0,0.0,0.0,India,345470
11020,5,Mahmudullah,2,42,42,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,345470
11021,6,Mashrafe Mortaza,2,33,48,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,345470
11022,7,P Kumar,1,30,62,1.0,0.0,0.0,1.0,0.0,0.0,India,345470
11023,8,PP Chawla,1,42,60,1.0,0.0,0.0,1.0,0.0,0.0,India,345470
11024,9,RP Singh,1,41,65,3.0,1.0,0.0,2.0,0.0,0.0,India,345470
11025,10,V Sehwag,1,33,42,0.0,0.0,0.0,0.0,0.0,0.0,India,345470
11026,11,YK Pathan,1,9,12,1.0,0.0,0.0,0.0,1.0,0.0,India,345470
11027,12,Yuvraj Singh,1,10,12,0.0,0.0,0.0,0.0,0.0,0.0,India,345470
11028,0,I Sharma,2,28,36,1.0,0.0,0.0,1.0,0.0,0.0,India,345469
11029,1,IK Pathan,2,38,36,0.0,0.0,0.0,0.0,0.0,0.0,India,345469
11030,2,Iftikhar Anjum,1,62,61,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,345469
11031,3,P Kumar,2,53,54,4.0,0.0,1.0,3.0,0.0,0.0,India,345469
11032,4,PP Chawla,2,40,52,4.0,0.0,1.0,1.0,1.0,1.0,India,345469
11033,5,Shahid Afridi,1,47,64,2.0,1.0,0.0,1.0,0.0,0.0,Pakistan,345469
11034,6,Sohail Tanvir,1,52,59,1.0,0.0,1.0,0.0,0.0,0.0,Pakistan,345469
11035,7,Umar Gul,1,58,63,3.0,1.0,0.0,2.0,0.0,0.0,Pakistan,345469
11036,8,Wahab Riaz,1,71,65,2.0,0.0,0.0,2.0,0.0,0.0,Pakistan,345469
11037,9,YK Pathan,2,11,12,0.0,0.0,0.0,0.0,0.0,0.0,India,345469
11038,10,Younis Khan,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,345469
11039,11,Yuvraj Singh,2,17,24,1.0,0.0,0.0,1.0,0.0,0.0,India,345469
11040,0,Abdur Razzak,1,34,46,3.0,1.0,1.0,1.0,0.0,0.0,Bangladesh,345468
11041,1,Alok Kapali,1,48,49,3.0,0.0,0.0,3.0,0.0,0.0,Bangladesh,345468
11042,2,Dolar Mahmud,1,27,24,1.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,345468
11043,3,Fawad Alam,2,34,36,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,345468
11044,4,Mahmudullah,1,37,44,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,345468
11045,5,Mashrafe Mortaza,1,36,42,2.0,0.0,1.0,1.0,0.0,0.0,Bangladesh,345468
11046,6,Salman Butt,2,18,19,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,345468
11047,7,Shahadat Hossain,1,44,38,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,345468
11048,8,Shahid Afridi,2,16,50,3.0,1.0,0.0,2.0,0.0,0.0,Pakistan,345468
11049,9,Sohail Tanvir,2,38,51,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,345468
11050,10,Umar Gul,2,25,45,2.0,1.0,0.0,1.0,0.0,0.0,Pakistan,345468
11051,11,Wahab Riaz,2,19,45,3.0,1.0,0.0,2.0,0.0,0.0,Pakistan,345468
11052,12,Younis Khan,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,345468
11053,0,Abdur Razzak,1,51,61,2.0,0.0,0.0,1.0,0.0,1.0,Bangladesh,343763
11054,1,Farhad Reza,1,31,24,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343763
11055,2,Mahmudullah,1,44,36,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343763
11056,3,Mashrafe Mortaza,1,65,60,4.0,0.0,1.0,3.0,0.0,0.0,Bangladesh,343763
11057,4,Mohammad Asif,2,35,48,3.0,1.0,1.0,1.0,0.0,0.0,Pakistan,343763
11058,5,Shahadat Hossain,1,74,62,3.0,1.0,0.0,2.0,0.0,0.0,Bangladesh,343763
11059,6,Shahid Afridi,2,39,61,3.0,2.0,0.0,1.0,0.0,0.0,Pakistan,343763
11060,7,Shakib Al Hasan,1,52,60,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343763
11061,8,Shoaib Malik,2,29,37,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,343763
11062,9,Umar Gul,2,38,63,2.0,0.0,0.0,2.0,0.0,0.0,Pakistan,343763
11063,10,Wahab Riaz,2,20,44,2.0,1.0,0.0,1.0,0.0,0.0,Pakistan,343763
11064,0,Abdur Razzak,2,35,52,1.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,343762
11065,1,Farhad Reza,2,23,31,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343762
11066,2,Fawad Alam,1,25,25,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,343762
11067,3,Mahmudullah,2,37,61,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343762
11068,4,Mashrafe Mortaza,2,30,30,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343762
11069,5,Mohammad Asif,1,33,62,2.0,0.0,0.0,2.0,0.0,0.0,Pakistan,343762
11070,6,Shahadat Hossain,2,44,45,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343762
11071,7,Shahid Afridi,1,32,62,1.0,0.0,1.0,0.0,0.0,0.0,Pakistan,343762
11072,8,Shakib Al Hasan,2,34,54,1.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,343762
11073,9,Shoaib Malik,1,31,55,1.0,0.0,1.0,0.0,0.0,0.0,Pakistan,343762
11074,10,Sohail Khan,1,26,41,3.0,1.0,0.0,2.0,0.0,0.0,Pakistan,343762
11075,11,Umar Gul,1,44,64,3.0,0.0,0.0,3.0,0.0,0.0,Pakistan,343762
11076,0,Abdur Razzak,1,39,37,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,343761
11077,1,Farhad Reza,1,67,42,1.0,0.0,1.0,0.0,0.0,0.0,Bangladesh,343761
11078,2,Fawad Alam,2,32,36,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,343761
11079,3,Iftikhar Anjum,2,58,50,1.0,1.0,0.0,0.0,0.0,0.0,Pakistan,343761
11080,4,Mahmudullah,1,43,43,1.0,1.0,0.0,0.0,0.0,0.0,Bangladesh,343761
11081,5,Mashrafe Mortaza,1,46,61,2.0,1.0,0.0,1.0,0.0,0.0,Bangladesh,343761
11082,6,Shahadat Hossain,1,55,63,1.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,343761
11083,7,Shahid Afridi,2,48,60,2.0,1.0,0.0,0.0,0.0,1.0,Pakistan,343761
11084,8,Shakib Al Hasan,1,50,60,2.0,0.0,0.0,1.0,0.0,1.0,Bangladesh,343761
11085,9,Shoaib Malik,2,38,42,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,343761
11086,10,Sohail Khan,2,41,62,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,343761
