,index,batsman,innings,runs,balls_faced,zeros,ones,twos,threes,fours,fives,sixes,dismissal_type,strike_batsman_x,offstrike_batsman,bowler,out,batting_pos,strike_batsman_y,batting_team,match_id
10807,4,JP Duminy,1,35,45,14,29,1,0,1,0,0,caught and bowled,JP Duminy,HM Amla,MM Patel,True,5,JP Duminy,South Africa,463154
10808,5,F du Plessis,1,8,6,1,4,0,0,1,0,0,bowled,F du Plessis,HM Amla,MM Patel,True,6,F du Plessis,South Africa,463154
10809,6,J Botha,1,2,2,1,0,1,0,0,0,0,caught,J Botha,HM Amla,MM Patel,True,7,J Botha,South Africa,463154
10810,7,RJ Peterson,1,4,2,1,0,0,0,1,0,0,bowled,RJ Peterson,HM Amla,Z Khan,True,8,RJ Peterson,South Africa,463154
10811,8,DW Steyn,1,0,1,1,0,0,0,0,0,0,run out,DW Steyn,HM Amla,,True,9,DW Steyn,South Africa,463154
10812,9,M Morkel,1,0,2,2,0,0,0,0,0,0,run out,M Morkel,HM Amla,,True,10,M Morkel,South Africa,463154
10813,10,LL Tsotsobe,1,0,1,1,0,0,0,0,0,0,,,,,False,11,LL Tsotsobe,South Africa,463154
10814,11,PA Patel,2,38,35,19,7,2,1,6,0,0,caught,PA Patel,Yuvraj Singh,M Morkel,True,1,PA Patel,India,463154
10815,12,RG Sharma,2,5,9,7,1,0,0,1,0,0,bowled,RG Sharma,PA Patel,LL Tsotsobe,True,2,RG Sharma,India,463154
10816,13,V Kohli,2,2,6,4,2,0,0,0,0,0,caught,V Kohli,PA Patel,M Morkel,True,3,V Kohli,India,463154
10817,14,MS Dhoni,2,5,10,8,1,0,0,1,0,0,caught,MS Dhoni,PA Patel,M Morkel,True,4,MS Dhoni,India,463154
10818,15,Yuvraj Singh,2,8,14,12,0,0,0,2,0,0,caught,Yuvraj Singh,SK Raina,DW Steyn,True,5,Yuvraj Singh,India,463154
10819,16,SK Raina,2,11,8,4,1,1,0,2,0,0,caught,SK Raina,YK Pathan,DW Steyn,True,6,SK Raina,India,463154
10820,17,YK Pathan,2,105,71,33,19,3,0,8,0,8,caught,YK Pathan,Z Khan,M Morkel,True,7,YK Pathan,India,463154
10821,18,Harbhajan Singh,2,13,16,9,5,1,0,0,0,1,caught,Harbhajan Singh,YK Pathan,J Botha,True,8,Harbhajan Singh,India,463154
10822,19,PP Chawla,2,8,11,7,2,1,0,1,0,0,bowled,PP Chawla,YK Pathan,RJ Peterson,True,9,PP Chawla,India,463154
10823,20,Z Khan,2,24,58,43,12,0,0,3,0,0,caught,Z Khan,MM Patel,LL Tsotsobe,True,10,Z Khan,India,463154
10824,21,MM Patel,2,4,9,5,4,0,0,0,0,0,,,,,False,11,MM Patel,India,463154
10825,0,HM Amla,1,64,71,34,26,3,0,8,0,0,run out,HM Amla,AB de Villiers,,True,1,HM Amla,South Africa,463153
10826,1,GC Smith,1,18,30,18,10,0,0,2,0,0,caught,GC Smith,HM Amla,A Nehra,True,2,GC Smith,South Africa,463153
10827,2,MN van Wyk,1,15,24,14,8,0,1,1,0,0,caught,MN van Wyk,HM Amla,Yuvraj Singh,True,3,MN van Wyk,South Africa,463153
10828,3,AB de Villiers,1,3,5,2,3,0,0,0,0,0,caught,AB de Villiers,JP Duminy,Yuvraj Singh,True,4,AB de Villiers,South Africa,463153
10829,4,JP Duminy,1,71,72,19,43,7,0,2,0,1,,,,,False,5,JP Duminy,South Africa,463153
10830,5,F du Plessis,1,1,4,3,1,0,0,0,0,0,run out,F du Plessis,JP Duminy,,True,6,F du Plessis,South Africa,463153
10831,6,J Botha,1,44,60,34,14,9,0,3,0,0,stumped,J Botha,JP Duminy,Yuvraj Singh,True,7,J Botha,South Africa,463153
10832,7,RJ Peterson,1,31,35,13,19,0,0,3,0,0,run out,RJ Peterson,JP Duminy,,True,8,RJ Peterson,South Africa,463153
10833,8,DW Steyn,1,4,7,3,4,0,0,0,0,0,,,,,False,9,DW Steyn,South Africa,463153
10834,9,RG Sharma,2,1,6,5,1,0,0,0,0,0,caught,RG Sharma,PA Patel,LL Tsotsobe,True,1,RG Sharma,India,463153
10835,10,PA Patel,2,11,24,19,3,0,0,2,0,0,lbw,PA Patel,V Kohli,LL Tsotsobe,True,2,PA Patel,India,463153
10836,11,V Kohli,2,87,92,44,31,8,0,7,0,2,,,,,False,3,V Kohli,India,463153
10837,12,Yuvraj Singh,2,12,20,16,2,0,0,1,0,1,caught,Yuvraj Singh,V Kohli,J Botha,True,4,Yuvraj Singh,India,463153
10838,13,SK Raina,2,20,37,18,18,1,0,0,0,0,stumped,SK Raina,V Kohli,RJ Peterson,True,5,SK Raina,India,463153
10839,14,MS Dhoni,2,2,9,7,2,0,0,0,0,0,caught,MS Dhoni,V Kohli,RJ Peterson,True,6,MS Dhoni,India,463153
10840,15,YK Pathan,2,2,3,2,0,1,0,0,0,0,caught,YK Pathan,V Kohli,M Morkel,True,7,YK Pathan,India,463153
10841,16,Harbhajan Singh,2,3,8,5,3,0,0,0,0,0,,,,,False,8,Harbhajan Singh,India,463153
10842,0,GC Smith,1,43,81,50,25,3,0,3,0,0,caught,GC Smith,JP Duminy,Harbhajan Singh,True,1,GC Smith,South Africa,463152
10843,1,HM Amla,1,16,18,11,2,3,0,2,0,0,bowled,HM Amla,GC Smith,Z Khan,True,2,HM Amla,South Africa,463152
10844,2,CA Ingram,1,10,16,11,3,0,1,1,0,0,caught,CA Ingram,GC Smith,Harbhajan Singh,True,3,CA Ingram,South Africa,463152
10845,3,AB de Villiers,1,16,20,6,12,2,0,0,0,0,caught,AB de Villiers,GC Smith,YK Pathan,True,4,AB de Villiers,South Africa,463152
10846,4,JP Duminy,1,52,60,18,36,4,0,2,0,0,bowled,JP Duminy,J Botha,Z Khan,True,5,JP Duminy,South Africa,463152
10847,5,F du Plessis,1,60,78,31,38,7,0,2,0,0,caught,F du Plessis,JP Duminy,MM Patel,True,6,F du Plessis,South Africa,463152
10848,6,J Botha,1,9,14,6,7,1,0,0,0,0,bowled,J Botha,M Morkel,Z Khan,True,7,J Botha,South Africa,463152
10849,7,WD Parnell,1,5,3,1,1,0,0,1,0,0,run out,WD Parnell,J Botha,,True,8,WD Parnell,South Africa,463152
10850,8,DW Steyn,1,5,8,4,3,1,0,0,0,0,caught,DW Steyn,J Botha,MM Patel,True,9,DW Steyn,South Africa,463152
10851,9,LL Tsotsobe,1,0,2,2,0,0,0,0,0,0,run out,LL Tsotsobe,M Morkel,,True,11,LL Tsotsobe,South Africa,463152
10852,10,RG Sharma,2,23,46,32,9,3,0,2,0,0,bowled,RG Sharma,Yuvraj Singh,M Morkel,True,1,RG Sharma,India,463152
10853,11,M Vijay,2,1,9,8,1,0,0,0,0,0,caught and bowled,M Vijay,RG Sharma,DW Steyn,True,2,M Vijay,India,463152
10854,12,V Kohli,2,28,42,30,6,1,0,5,0,0,caught,V Kohli,RG Sharma,M Morkel,True,3,V Kohli,India,463152
10855,13,Yuvraj Singh,2,16,27,17,8,0,0,2,0,0,lbw,Yuvraj Singh,SK Raina,JP Duminy,True,4,Yuvraj Singh,India,463152
10856,14,MS Dhoni,2,5,13,11,1,0,0,1,0,0,caught,MS Dhoni,Yuvraj Singh,J Botha,True,5,MS Dhoni,India,463152
10857,15,SK Raina,2,37,48,24,19,1,0,4,0,0,caught,SK Raina,YK Pathan,M Morkel,True,6,SK Raina,India,463152
10858,16,YK Pathan,2,59,51,29,10,2,1,6,0,3,caught,YK Pathan,Harbhajan Singh,DW Steyn,True,7,YK Pathan,India,463152
10859,17,Harbhajan Singh,2,23,25,13,9,1,0,0,0,2,,,,,False,8,Harbhajan Singh,India,463152
10860,18,Z Khan,2,14,25,17,6,0,0,2,0,0,caught,Z Khan,Harbhajan Singh,LL Tsotsobe,True,9,Z Khan,India,463152
10861,19,A Nehra,2,6,10,7,2,0,0,1,0,0,,,,,False,10,A Nehra,India,463152
10862,0,M Vijay,1,16,32,26,2,1,0,3,0,0,caught,M Vijay,SR Tendulkar,LL Tsotsobe,True,1,M Vijay,India,463151
10863,1,SR Tendulkar,1,24,45,27,16,0,0,2,0,0,bowled,SR Tendulkar,Yuvraj Singh,J Botha,True,2,SR Tendulkar,India,463151
10864,2,V Kohli,1,22,34,21,6,6,0,1,0,0,run out,V Kohli,SR Tendulkar,,True,3,V Kohli,India,463151
10865,3,Yuvraj Singh,1,53,69,35,23,7,0,4,0,0,caught,Yuvraj Singh,MS Dhoni,LL Tsotsobe,True,4,Yuvraj Singh,India,463151
10866,4,MS Dhoni,1,38,62,29,30,2,0,1,0,0,bowled,MS Dhoni,RG Sharma,LL Tsotsobe,True,5,MS Dhoni,India,463151
10867,5,SK Raina,1,11,14,7,5,1,0,1,0,0,lbw,SK Raina,MS Dhoni,LL Tsotsobe,True,6,SK Raina,India,463151
10868,6,RG Sharma,1,9,14,8,5,0,0,1,0,0,lbw,RG Sharma,A Nehra,M Morkel,True,7,RG Sharma,India,463151
10869,7,Harbhajan Singh,1,3,7,4,3,0,0,0,0,0,caught,Harbhajan Singh,RG Sharma,M Morkel,True,8,Harbhajan Singh,India,463151
10870,8,Z Khan,1,0,3,3,0,0,0,0,0,0,caught,Z Khan,RG Sharma,DW Steyn,True,9,Z Khan,India,463151
10871,9,A Nehra,1,1,3,2,1,0,0,0,0,0,caught,A Nehra,MM Patel,DW Steyn,True,10,A Nehra,India,463151
10872,10,MM Patel,1,6,4,1,2,0,0,1,0,0,,,,,False,11,MM Patel,India,463151
10873,11,HM Amla,2,4,9,8,0,0,0,1,0,0,caught,HM Amla,GC Smith,MM Patel,True,1,HM Amla,South Africa,463151
10874,12,GC Smith,2,77,98,56,26,5,3,8,0,0,bowled,GC Smith,DA Miller,MM Patel,True,2,GC Smith,South Africa,463151
10875,13,CA Ingram,2,25,30,21,1,4,2,1,0,1,lbw,CA Ingram,GC Smith,Harbhajan Singh,True,3,CA Ingram,South Africa,463151
10876,14,AB de Villiers,2,8,13,8,4,0,0,1,0,0,caught,AB de Villiers,GC Smith,A Nehra,True,4,AB de Villiers,South Africa,463151
10877,15,JP Duminy,2,13,19,10,7,1,0,1,0,0,caught,JP Duminy,GC Smith,RG Sharma,True,5,JP Duminy,South Africa,463151
10878,16,DA Miller,2,27,28,16,7,1,0,3,0,1,caught,DA Miller,J Botha,Z Khan,True,6,DA Miller,South Africa,463151
10879,17,J Botha,2,4,7,4,2,1,0,0,0,0,lbw,J Botha,WD Parnell,Z Khan,True,7,J Botha,South Africa,463151
10880,18,WD Parnell,2,12,27,18,8,0,0,1,0,0,caught,WD Parnell,LL Tsotsobe,MM Patel,True,8,WD Parnell,South Africa,463151
10881,19,DW Steyn,2,6,15,11,3,0,1,0,0,0,run out,DW Steyn,WD Parnell,,True,9,DW Steyn,South Africa,463151
10882,20,M Morkel,2,6,11,8,2,0,0,1,0,0,caught,M Morkel,WD Parnell,MM Patel,True,10,M Morkel,South Africa,463151
10883,21,LL Tsotsobe,2,1,2,1,1,0,0,0,0,0,,,,,False,11,LL Tsotsobe,South Africa,463151
10884,0,GC Smith,1,11,16,12,1,1,0,2,0,0,caught,GC Smith,HM Amla,A Nehra,True,1,GC Smith,South Africa,463150
10885,1,HM Amla,1,50,37,17,9,0,3,8,0,0,caught,HM Amla,AB de Villiers,MM Patel,True,2,HM Amla,South Africa,463150
10886,2,CA Ingram,1,5,23,18,5,0,0,0,0,0,caught,CA Ingram,HM Amla,MM Patel,True,3,CA Ingram,South Africa,463150
10887,3,AB de Villiers,1,76,69,25,31,4,1,7,0,1,caught,AB de Villiers,JP Duminy,RG Sharma,True,4,AB de Villiers,South Africa,463150
10888,4,JP Duminy,1,73,90,35,43,10,0,1,0,1,lbw,JP Duminy,J Botha,RG Sharma,True,5,JP Duminy,South Africa,463150
10889,5,DA Miller,1,9,11,5,3,3,0,0,0,0,bowled,DA Miller,JP Duminy,SK Raina,True,6,DA Miller,South Africa,463150
10890,6,J Botha,1,23,27,9,15,2,0,1,0,0,bowled,J Botha,WD Parnell,Harbhajan Singh,True,7,J Botha,South Africa,463150
10891,7,WD Parnell,1,21,19,5,11,2,0,0,0,1,,,,,False,8,WD Parnell,South Africa,463150
10892,8,DW Steyn,1,7,9,3,5,1,0,0,0,0,caught,DW Steyn,WD Parnell,Z Khan,True,9,DW Steyn,South Africa,463150
10893,9,M Morkel,1,0,1,1,0,0,0,0,0,0,bowled,M Morkel,WD Parnell,Z Khan,True,10,M Morkel,South Africa,463150
10894,10,LL Tsotsobe,1,1,1,0,1,0,0,0,0,0,,,,,False,11,LL Tsotsobe,South Africa,463150
10895,11,M Vijay,2,1,4,3,1,0,0,0,0,0,lbw,M Vijay,SR Tendulkar,DW Steyn,True,1,M Vijay,India,463150
10896,12,SR Tendulkar,2,7,11,6,3,2,0,0,0,0,caught,SR Tendulkar,V Kohli,LL Tsotsobe,True,2,SR Tendulkar,India,463150
10897,13,V Kohli,2,54,72,33,32,4,0,2,0,1,caught,V Kohli,SK Raina,DW Steyn,True,3,V Kohli,India,463150
10898,14,RG Sharma,2,11,28,22,3,2,0,1,0,0,caught,RG Sharma,V Kohli,M Morkel,True,4,RG Sharma,India,463150
10899,15,Yuvraj Singh,2,2,4,3,0,1,0,0,0,0,caught,Yuvraj Singh,V Kohli,M Morkel,True,5,Yuvraj Singh,India,463150
10900,16,MS Dhoni,2,25,35,18,12,3,1,1,0,0,run out,V Kohli,MS Dhoni,,True,6,MS Dhoni,India,463150
10901,17,SK Raina,2,32,41,22,14,2,0,2,0,1,caught,SK Raina,Z Khan,LL Tsotsobe,True,7,SK Raina,India,463150
10902,18,Harbhajan Singh,2,0,4,4,0,0,0,0,0,0,bowled,Harbhajan Singh,SK Raina,WD Parnell,True,8,Harbhajan Singh,India,463150
10903,19,Z Khan,2,6,16,10,6,0,0,0,0,0,caught,Z Khan,MM Patel,LL Tsotsobe,True,9,Z Khan,India,463150
10904,20,A Nehra,2,1,8,7,1,0,0,0,0,0,bowled,A Nehra,Z Khan,LL Tsotsobe,True,10,A Nehra,India,463150
10905,21,MM Patel,2,1,1,0,1,0,0,0,0,0,,,,,False,11,MM Patel,India,463150
10906,0,GC Smith,1,26,21,12,4,0,0,4,0,1,stumped,GC Smith,HM Amla,P Utseya,True,1,GC Smith,South Africa,463145
10907,1,HM Amla,1,24,18,9,4,1,0,3,0,1,caught,HM Amla,JP Duminy,SW Masakadza,True,2,HM Amla,South Africa,463145
10908,2,JP Duminy,1,129,120,40,61,8,0,7,0,4,caught,JP Duminy,JA Morkel,IA Nicolson,True,3,JP Duminy,South Africa,463145
10909,3,AB de Villiers,1,109,100,35,51,4,0,5,0,5,caught,AB de Villiers,JP Duminy,H Masakadza,True,4,AB de Villiers,South Africa,463145
10910,4,JA Morkel,1,37,21,4,11,0,0,5,0,1,caught,JA Morkel,DA Miller,SW Masakadza,True,5,JA Morkel,South Africa,463145
10911,5,DA Miller,1,33,19,4,7,4,0,3,0,1,,,,,False,6,DA Miller,South Africa,463145
10912,6,CA Ingram,1,20,9,2,4,0,0,1,0,2,caught,CA Ingram,DA Miller,E Chigumbura,True,7,CA Ingram,South Africa,463145
10913,7,J Botha,1,0,1,1,0,0,0,0,0,0,,,,,False,8,J Botha,South Africa,463145
10914,8,BRM Taylor,2,5,5,3,1,0,0,1,0,0,caught,BRM Taylor,H Masakadza,LL Tsotsobe,True,1,BRM Taylor,Zimbabwe,463145
10915,9,H Masakadza,2,5,9,5,3,1,0,0,0,0,caught,H Masakadza,CJ Chibhabha,JA Morkel,True,2,H Masakadza,Zimbabwe,463145
10916,10,CJ Chibhabha,2,16,18,12,2,2,0,1,0,1,caught,CJ Chibhabha,T Taibu,JA Morkel,True,3,CJ Chibhabha,Zimbabwe,463145
10917,11,T Taibu,2,28,29,16,8,0,0,5,0,0,bowled,T Taibu,CR Ervine,J Botha,True,4,T Taibu,Zimbabwe,463145
10918,12,CR Ervine,2,24,35,22,8,2,0,3,0,0,bowled,CR Ervine,E Chigumbura,J Botha,True,5,CR Ervine,Zimbabwe,463145
10919,13,E Chigumbura,2,1,2,1,1,0,0,0,0,0,bowled,E Chigumbura,KM Dabengwa,J Theron,True,6,E Chigumbura,Zimbabwe,463145
10920,14,KM Dabengwa,2,6,8,2,6,0,0,0,0,0,lbw,KM Dabengwa,P Utseya,WD Parnell,True,7,KM Dabengwa,Zimbabwe,463145
10921,15,P Utseya,2,24,41,26,10,2,2,1,0,0,,,,,False,8,P Utseya,Zimbabwe,463145
10922,16,AG Cremer,2,2,14,12,2,0,0,0,0,0,caught,AG Cremer,P Utseya,WD Parnell,True,9,AG Cremer,Zimbabwe,463145
10923,17,SW Masakadza,2,14,12,8,2,0,0,0,0,2,bowled,SW Masakadza,P Utseya,J Theron,True,10,SW Masakadza,Zimbabwe,463145
10924,18,IA Nicolson,2,0,3,3,0,0,0,0,0,0,caught,IA Nicolson,P Utseya,J Theron,True,11,IA Nicolson,Zimbabwe,463145
10925,0,BRM Taylor,1,32,42,26,10,1,0,5,0,0,caught,BRM Taylor,CJ Chibhabha,J Theron,True,1,BRM Taylor,Zimbabwe,463144
10926,1,CJ Chibhabha,1,19,41,31,7,0,2,0,0,1,caught,CJ Chibhabha,T Taibu,WD Parnell,True,2,CJ Chibhabha,Zimbabwe,463144
10927,2,SC Williams,1,0,1,1,0,0,0,0,0,0,caught,SC Williams,CJ Chibhabha,J Theron,True,3,SC Williams,Zimbabwe,463144
10928,3,T Taibu,1,78,91,37,42,7,0,4,0,1,caught,T Taibu,KM Dabengwa,CK Langeveldt,True,4,T Taibu,Zimbabwe,463144
10929,4,GW Flower,1,22,22,8,10,2,0,2,0,0,bowled,GW Flower,T Taibu,JP Duminy,True,5,GW Flower,Zimbabwe,463144
10930,5,CR Ervine,1,27,40,19,17,3,0,1,0,0,caught,CR Ervine,T Taibu,CK Langeveldt,True,6,CR Ervine,Zimbabwe,463144
10931,6,E Chigumbura,1,13,16,7,7,1,0,1,0,0,bowled,E Chigumbura,T Taibu,J Theron,True,7,E Chigumbura,Zimbabwe,463144
10932,7,KM Dabengwa,1,28,24,12,8,0,0,2,0,2,caught,KM Dabengwa,P Utseya,J Theron,True,8,KM Dabengwa,Zimbabwe,463144
10933,8,P Utseya,1,22,18,8,4,3,0,3,0,0,caught,P Utseya,AG Cremer,WD Parnell,True,9,P Utseya,Zimbabwe,463144
10934,9,AG Cremer,1,4,5,2,2,1,0,0,0,0,bowled,AG Cremer,SW Masakadza,J Theron,True,10,AG Cremer,Zimbabwe,463144
10935,10,SW Masakadza,1,2,3,1,2,0,0,0,0,0,,,,,False,11,SW Masakadza,Zimbabwe,463144
10936,11,HM Amla,2,110,105,40,48,3,1,12,1,0,caught,HM Amla,AB de Villiers,SW Masakadza,True,1,HM Amla,South Africa,463144
10937,12,GC Smith,2,40,42,24,10,2,0,5,0,1,caught,GC Smith,HM Amla,E Chigumbura,True,2,GC Smith,South Africa,463144
10938,13,AB de Villiers,2,101,72,16,41,5,0,5,0,5,,,,,False,3,AB de Villiers,South Africa,463144
10939,14,JP Duminy,2,15,20,9,9,1,0,1,0,0,,,,,False,4,JP Duminy,South Africa,463144
10940,0,HM Amla,1,110,100,39,40,7,0,14,0,0,run out,HM Amla,CA Ingram,,True,1,HM Amla,South Africa,463143
10941,1,GC Smith,1,19,21,13,4,0,1,3,0,0,caught,GC Smith,HM Amla,SW Masakadza,True,2,GC Smith,South Africa,463143
10942,2,CA Ingram,1,124,130,54,54,10,2,8,0,2,bowled,CA Ingram,DA Miller,SW Masakadza,True,3,CA Ingram,South Africa,463143
10943,3,AB de Villiers,1,21,17,5,8,1,1,2,0,0,run out,CA Ingram,AB de Villiers,,True,4,AB de Villiers,South Africa,463143
10944,4,JA Morkel,1,1,4,3,1,0,0,0,0,0,caught,JA Morkel,CA Ingram,SW Masakadza,True,5,JA Morkel,South Africa,463143
10945,5,DA Miller,1,51,32,10,11,4,0,5,0,2,bowled,DA Miller,JP Duminy,SW Masakadza,True,6,DA Miller,South Africa,463143
10946,6,JP Duminy,1,6,4,0,2,2,0,0,0,0,,,,,False,7,JP Duminy,South Africa,463143
10947,7,J Botha,1,3,3,1,1,1,0,0,0,0,,,,,False,8,J Botha,South Africa,463143
10948,8,H Masakadza,2,30,41,27,8,1,0,5,0,0,caught,H Masakadza,BRM Taylor,J Theron,True,1,H Masakadza,Zimbabwe,463143
10949,9,BRM Taylor,2,145,141,47,67,15,0,12,0,0,,,,,False,2,BRM Taylor,Zimbabwe,463143
10950,10,CJ Chibhabha,2,10,10,4,4,1,0,1,0,0,caught,CJ Chibhabha,BRM Taylor,WD Parnell,True,3,CJ Chibhabha,Zimbabwe,463143
10951,11,SC Williams,2,10,25,17,6,2,0,0,0,0,caught,SC Williams,BRM Taylor,J Botha,True,4,SC Williams,Zimbabwe,463143
10952,12,GW Flower,2,13,24,13,9,2,0,0,0,0,caught,GW Flower,BRM Taylor,J Theron,True,5,GW Flower,Zimbabwe,463143
10953,13,T Taibu,2,13,18,9,7,1,0,1,0,0,caught,T Taibu,BRM Taylor,J Botha,True,6,T Taibu,Zimbabwe,463143
10954,14,E Chigumbura,2,23,27,13,11,0,0,3,0,0,caught,E Chigumbura,BRM Taylor,J Theron,True,7,E Chigumbura,Zimbabwe,463143
10955,15,P Utseya,2,22,20,7,10,0,0,3,0,0,,,,,False,8,P Utseya,Zimbabwe,463143
10956,0,HM Amla,1,62,47,19,16,2,0,9,0,1,caught,HM Amla,JH Kallis,Shahid Afridi,True,1,HM Amla,South Africa,461570
10957,1,GC Smith,1,14,15,11,0,1,0,3,0,0,caught,GC Smith,HM Amla,Shoaib Akhtar,True,2,GC Smith,South Africa,461570
10958,2,JH Kallis,1,83,95,30,55,6,0,4,0,0,caught,JH Kallis,JP Duminy,Shahid Afridi,True,3,JH Kallis,South Africa,461570
10959,3,AB de Villiers,1,61,74,28,41,0,0,5,0,0,caught,AB de Villiers,JH Kallis,Mohammad Hafeez,True,4,AB de Villiers,South Africa,461570
10960,4,JP Duminy,1,59,41,12,16,4,1,8,0,0,,,,,False,5,JP Duminy,South Africa,461570
10961,5,CA Ingram,1,1,4,3,1,0,0,0,0,0,run out,CA Ingram,JP Duminy,,True,6,CA Ingram,South Africa,461570
10962,6,J Botha,1,28,28,10,13,2,1,2,0,0,,,,,False,7,J Botha,South Africa,461570
10963,7,Shahzaib Hasan,2,39,43,25,9,3,0,6,0,0,caught,Shahzaib Hasan,Mohammad Hafeez,JH Kallis,True,1,Shahzaib Hasan,Pakistan,461570
10964,8,Mohammad Hafeez,2,59,61,28,21,5,0,7,0,0,caught,Mohammad Hafeez,Umar Akmal,J Botha,True,2,Mohammad Hafeez,Pakistan,461570
10965,9,Younis Khan,2,3,7,4,3,0,0,0,0,0,caught,Younis Khan,Mohammad Hafeez,JH Kallis,True,3,Younis Khan,Pakistan,461570
10966,10,Mohammad Yousuf,2,3,5,3,1,1,0,0,0,0,caught,Mohammad Yousuf,Mohammad Hafeez,JH Kallis,True,4,Mohammad Yousuf,Pakistan,461570
10967,11,Fawad Alam,2,1,4,3,1,0,0,0,0,0,caught,Fawad Alam,Mohammad Hafeez,DW Steyn,True,5,Fawad Alam,Pakistan,461570
10968,12,Umar Akmal,2,60,73,37,26,6,0,1,0,3,caught,Umar Akmal,Abdul Razzaq,DW Steyn,True,6,Umar Akmal,Pakistan,461570
10969,13,Shahid Afridi,2,24,26,12,10,2,0,1,0,1,stumped,Shahid Afridi,Umar Akmal,RJ Peterson,True,7,Shahid Afridi,Pakistan,461570
10970,14,Abdul Razzaq,2,39,42,22,11,5,0,3,0,1,caught,Abdul Razzaq,Abdur Rehman,LL Tsotsobe,True,8,Abdul Razzaq,Pakistan,461570
10971,15,Wahab Riaz,2,9,5,1,2,0,1,1,0,0,caught,Wahab Riaz,Abdul Razzaq,RJ Peterson,True,9,Wahab Riaz,Pakistan,461570
10972,16,Abdur Rehman,2,9,9,5,3,0,0,0,0,1,,,,,False,10,Abdur Rehman,Pakistan,461570
10973,17,Shoaib Akhtar,2,1,3,2,1,0,0,0,0,0,bowled,Shoaib Akhtar,Abdur Rehman,RJ Peterson,True,11,Shoaib Akhtar,Pakistan,461570
10974,0,GC Smith,1,92,106,50,39,7,1,9,0,0,lbw,GC Smith,AB de Villiers,Mohammad Hafeez,True,1,GC Smith,South Africa,461569
10975,1,HM Amla,1,10,12,5,6,0,0,1,0,0,caught,HM Amla,GC Smith,Shoaib Akhtar,True,2,HM Amla,South Africa,461569
10976,2,JH Kallis,1,15,22,14,5,1,0,2,0,0,caught,JH Kallis,GC Smith,Mohammad Hafeez,True,3,JH Kallis,South Africa,461569
10977,3,AB de Villiers,1,49,71,27,39,5,0,0,0,0,caught,AB de Villiers,JP Duminy,Shoaib Akhtar,True,4,AB de Villiers,South Africa,461569
10978,4,JP Duminy,1,36,53,24,24,4,0,1,0,0,bowled,JP Duminy,CA Ingram,Wahab Riaz,True,5,JP Duminy,South Africa,461569
10979,5,CA Ingram,1,27,25,8,13,1,0,3,0,0,,,,,False,6,CA Ingram,South Africa,461569
10980,6,DA Miller,1,0,1,1,0,0,0,0,0,0,bowled,DA Miller,CA Ingram,Wahab Riaz,True,7,DA Miller,South Africa,461569
10981,7,J Botha,1,28,16,6,4,0,0,6,0,0,,,,,False,8,J Botha,South Africa,461569
10982,8,Imran Farhat,2,2,3,2,0,1,0,0,0,0,lbw,Imran Farhat,Mohammad Hafeez,M Morkel,True,1,Imran Farhat,Pakistan,461569
10983,9,Mohammad Hafeez,2,42,31,14,6,2,4,5,0,0,lbw,Mohammad Hafeez,Younis Khan,DW Steyn,True,2,Mohammad Hafeez,Pakistan,461569
10984,10,Younis Khan,2,73,117,57,50,8,1,1,0,0,bowled,Younis Khan,Abdul Razzaq,M Morkel,True,3,Younis Khan,Pakistan,461569
10985,11,Asad Shafiq,2,36,51,28,16,4,0,3,0,0,run out,Asad Shafiq,Younis Khan,,True,4,Asad Shafiq,Pakistan,461569
10986,12,Fawad Alam,2,6,8,3,4,1,0,0,0,0,caught,Fawad Alam,Younis Khan,JH Kallis,True,5,Fawad Alam,Pakistan,461569
10987,13,Shahid Afridi,2,29,26,12,8,1,1,4,0,0,caught,Shahid Afridi,Younis Khan,J Botha,True,6,Shahid Afridi,Pakistan,461569
10988,14,Abdul Razzaq,2,33,41,17,19,3,0,2,0,0,caught,Abdul Razzaq,Zulqarnain Haider,M Morkel,True,7,Abdul Razzaq,Pakistan,461569
10989,15,Abdur Rehman,2,0,2,2,0,0,0,0,0,0,run out,Abdur Rehman,Abdul Razzaq,,True,8,Abdur Rehman,Pakistan,461569
10990,16,Zulqarnain Haider,2,19,23,10,9,3,0,1,0,0,,,,,False,9,Zulqarnain Haider,Pakistan,461569
10991,17,Wahab Riaz,2,18,10,2,4,0,2,2,0,0,run out,Zulqarnain Haider,Wahab Riaz,,True,10,Wahab Riaz,Pakistan,461569
10992,0,HM Amla,1,119,129,48,62,9,1,9,0,0,,,,,False,1,HM Amla,South Africa,461568
10993,1,JH Kallis,1,0,9,9,0,0,0,0,0,0,bowled,JH Kallis,HM Amla,Shoaib Akhtar,True,2,JH Kallis,South Africa,461568
10994,2,CA Ingram,1,4,8,6,0,2,0,0,0,0,caught and bowled,CA Ingram,HM Amla,Shoaib Akhtar,True,3,CA Ingram,South Africa,461568
10995,3,AB de Villiers,1,19,41,27,11,2,0,1,0,0,stumped,AB de Villiers,HM Amla,Shahid Afridi,True,4,AB de Villiers,South Africa,461568
10996,4,JP Duminy,1,26,41,19,18,4,0,0,0,0,caught,JP Duminy,HM Amla,Mohammad Hafeez,True,5,JP Duminy,South Africa,461568
10997,5,DA Miller,1,6,10,6,2,2,0,0,0,0,bowled,DA Miller,HM Amla,Mohammad Hafeez,True,6,DA Miller,South Africa,461568
